,Message,Racism,Sexism
4611,"according to your own canon , your prophet is a pedophile , murderer , rapist , caravan robber , slave trader , sexist and bigot .",1,0
4616,may allah bless him with 72 virgin pigs .,1,0
4617,"and by the way , the entire world hates islam .",1,0
4619,when you wake up tomorrow you will find that daesh reports were as real as your 72 virgin pigs .,1,0
4620,"horseshit . mohammed led 17 major military expeditions , owned 28 slaves , had 9 wives - one six years old .",1,0
4623,people who hate the nazis are not extremists . and there is no diff between islam and nazis .,1,0
4647,rt : how unsurprising : hatemongers and promote holocaust denier - http://t.co/4nrjngy7h6 ( h / t : …,1,0
4654,it worked out perfectly . when the muslims invaded europe in 8th cent only military defeat stopped them .,1,0
4665,are you so stupid ? your prophet explicitly stated his sexism . http://t.co/xxfh93tc7x,1,0
4678,"in fact , mohammed and his thugs were starving before they captured khybar , stole the jews property , and made them pay to live",1,0
4690,which is why he gave himself as many wives as he wanted to satisfy his prick .,1,0
4696,you can never get rid of the radical muslims because the quran and hadiths will always produce more .,1,0
4699,womderful . we are going to produce our own madrassa rat jihadis .,1,0
4700,most of the christians that were a part of the palestinians have been killed or driven out by palestinian muslims .,1,0
4732,"islam defines women as little more than slaves , but you defend islam and call me mysoginistic ...",1,0
4735,it is not about a single terrorist . there are an endless supply of them . it is about a hate cult called islam .,1,0
4745,karen armstrong was interested in writing a hero worship book that would sell with muslims . very narrow picture .,1,0
4761,the mess was there long before the us . the entire history of islam is murder http://t.co/n0oxq2kkub,1,0
4787,there are many supposed americans that work to destroy america .,1,0
4794,rt : . islam = nazism . how could it be reformed ?,1,0
4800,shows how stupid you have become . only muslim terrorists actually attack talks .,1,0
4806,islam declared war on all humanity 1400 years ago and denying it is simply a lie .,1,0
4824,but all the crimes of islam are exactly according to their beliefs .,1,0
4827,you do understand that mohammed was a sexist ? http://t.co/lqadlvaxcw,1,0
4849,"okay , we understand that you and your religion are terrorists . do not @ me any more .",1,0
4855,what do you read from her face terrorist ? http://t.co/zxjeziukrb,1,0
4858,what about muslim blasphemy laws . they lead to lynch mob murder . let is stick to important stuff .,1,0
4870,if the muslims had not been defeated by charles martel civilization would be a millenium less advanced .,1,0
4886,the people who disagreed with #islam at the time of the pedophile prophet were murdered by him . it is in the hadiths .,1,0
4909,there should be no freedom to impose your religion on others . and that is what islam is about .,1,0
4922,"muslims train babies to hate and murder , then use them for propaganda . http://t.co/c7dlwixjpc",1,0
4931,the only thing that stopped muslim slaughter in historical past was military defeat .,1,0
4936,the difference is that he only said it . the muslims are doing it .,1,0
4938,i have no fear of idiots like you at all.what turns my stomach is the destruction to freedom and humanity that islam causes,1,0
4939,"this is debate about the vile religion of islam , not about one country , microbrain .",1,0
4944,there is not even a remote comparison between abu grahib and those images . and what happens in those images represents islam .,1,0
4960,"islam is simply an excuse to rape , murder , loot , practice bigotry , sexism and hatred . the prophet mohamed designed it to get thugs to follow",1,0
4965,we could deal with the violent fanatics if the texts of islam were not producing more .,1,0
4972,"rt : pakistan is a nation of haters , killers and savages . see this tweet . barbarism is in the masses ' minds . http://t.c…",1,0
4983,"so you want to be tolerant of "" islam "" and intolerant of "" religions "" ?",1,0
4985,fuck the quran . http://t.co/nuhtadkfwz,1,0
4987,do you think that the mindless little bozos at salon understand that quran is full of bigotry . http://t.co/3jzwronpwx,1,0
4991,"a worshipper of the pedophile prophet has no room to call anyone a biggot , since islam is a religion of hate and bigotry .",1,0
4992,not a real expansion . just already existing local terrorists declaring loyalty to the worst of the worst .,1,0
4997,as they see more and more of the vileness of islam in action they will change their minds . http://t.co/npod1nwqze,1,0
5004,mohammed was illiterate and superstitious and islam is backwardness is catching up to it is jihadis .,1,0
5011,chomsky is a racist . islam created isis .,1,0
5013,correct . islamic permission to rape salve girls .,1,0
5018,"jews need to be trained to liberate palestine of muslims , who are the real cancer . http://t.co/1vbosyv587",1,0
5024,"and the muslims want to destroy israel because they are racists , not because of the land , which is tiny . https://t.co/8cmfoozwxz",1,0
5026,muslims murdered 120 million africans . http://t.co/fhdmelkahr,1,0
5058,"if you want to understand isis , understand islam . they are exactly the same .",1,0
5063,this guy spouted one lie after another and there is no response in this video . just typical lying muslim propaganda .,1,0
5093,"islam considers women as one big sex organ , so no part of her can be exposed . this is a reflection of the perversion of their prophet .",1,0
5095,islam does nothing but freeze the status of women to the 7th century .,1,0
5101,why do muslims force women to cover up and stay at home ? the quran tells them to . #islam http://t.co/nhh9nlamnp,1,0
5102,"the question is not about people doing bad things , it is about the religion supporting and demanding those things .",1,0
5107,maybe you can give a talk about how the 53 year old mohammed raped the 9 year old aisha . http://t.co/qfk56qu5og,1,0
5113,"so , are people who support murder for apostacy guilty of anything ? http://t.co/kmrpoxcoga",1,0
5114,"rt : good for labour and now tory is ! encouraging immigrants to enrich us , making the uk a better , freer , nicer place ! http://t.co/7…",1,0
5123,knowledge and muslim clerics = non intersecting sets . #islam,1,0
5141,i also know that you are lying because i have three translated qurans that say the same thing as the translations i gave you,1,0
5183,taqiyya is used by all muslims . mohammed was a liar who often lied for islam .,1,0
5188,"every day we see that muslims hate freedom , democracy , justice . http://t.co/tdgsftha4h",1,0
5190,the muslims have never stopped their quest to exterminate jews . #islam http://t.co/bhkr3xrxpg,1,0
5195,"you can blab endlessly about love , but you defend a religion of hate - which is the action of a hater , namely you .",1,0
5203,"mullah oktar is an anti science , kurd hating , islamolunatic .",1,0
5216,muslims have these delusions about producing algebra . but many others beat them to it . http://t.co/asmiqzfvag,1,0
5218,but this is a good lesson that you ca not win in the 21st century with ignorant madrassa rats .,1,0
5226,the filth of the palestinian head choppers and honor killers and genocidal maniacs is there for the world to see .,1,0
5237,rt : #isis #muslim you are a woman and you are committed to #islam ? you cannot be serious ! http://t.co/d73nxufiy0 http://t.co/…,1,0
5249,rt : i have been called an islamophobe for saying islam needs a theological reformation . now the head of egypt agrees : http://t.co…,1,0
5257,and of course christians all over the world are oppressed daily by muslim bigotry .,1,0
5258,you and your religious brothers are the real filth of the earth . pkk rescued yezidis from your animal friends .,1,0
5261,the hate atmosphere is built into islam . so extinguish it . http://t.co/e6xnnvylkg,1,0
5263,of course you were born in serbia ... you are as fucked as a serbian film #mkr,1,0
5267,filthy taquiyya liar . the abuse of women by #islam could not be clearer . http://t.co/a9pnhs4acs,1,0
5274,the treatment of christians was nearly as bad . and people not of the book were murdered outright .,1,0
5279,pretending to be against hate and being a muslim means you are a liar . http://t.co/khxwkraznm,1,0
5282,and islam is the cause of what the radicals are doing because the prophet mohammed did the same things and they follow him .,1,0
5287,but islamolunatic live by islam and sharia trying to fulfill mohammed is wish to exterminate all jews from peninsula .,1,0
5294,and the muslim nazis left the jews nothing but this . http://t.co/mtvgnwqzvu,1,0
5296,"max asks as his palestinian friends are beheading gays , doing honor killings , driving palestinian christians out of existence",1,0
5300,but the christian and jewish world had an enlightenment because they got past religion . islamic world has never got past religion,1,0
5305,"i have no religion , but i can accommodate jews , hindus , christians , buddhists , taoist , atheists . but islam is too cancerous",1,0
5308,rt : netanyahu : paris massacre shows radical islam “ knows no border ” - israel news http://t.co/kggkulkttp via,1,0
5323,since 1/3 of all #islam believes that people who leave the religion should be murdered where are the moderate muslims http://t.co/e3otqtbo7d,1,0
5329,i think your muslim friends are raping girls around the world . http://t.co/liskp9u8uq,1,0
5333,these are all excuses to hide the fact that you are following an evil and inhuman religion .,1,0
5352,"as tiny as israel is , the muslims want it exterminated . http://t.co/ybudgxolco",1,0
5357,"isis mortared kobane , killing women and children , so you just called isis cowards . lol . idiot !",1,0
5369,"eventually followed by no future for christians in uk , eventually followed by no future for atheists in uk .",1,0
5383,"for example , the quran says leaving islam is not accepted . the hadiths say kill anyone who leaves .",1,0
5391,"the sahara and the arabian peninsula are different places , microbrain .",1,0
5409,islam maintained slavery much longer than christianity and only gave it up under western pressure .,1,0
5412,"rt : islam is a worldwide mega disaster . islam wants to drag us down to the 7th century , darkness , death and destruction .",1,0
5419,that hadith is specific to ap . many others are specific to war on non believers everywhere .,1,0
5424,"the entire history of islam is one of colonization , occupation , hatred , and bigotry . get an education .",1,0
5426,islamic documentation is based on belief . historical documentation is based of factual research .,1,0
5434,objecting to this is what the pc morons of salon call racism . #islam http://t.co/jsytuxhxtz,1,0
5449,the badr brigade does not liberate anyone . they are simply a different flavor of islamofascists .,1,0
5457,let people look at the polls that muslims answered and see that they come from hate . http://t.co/j2bamnbzi4,1,0
5461,and how about if we investigate the hate speech in the quran . http://t.co/ijl3svlmvj,1,0
5483,"why do you think your prophet called blacks "" rasin heads "" ?",1,0
5491,rt : #isis psychopaths burrying children alive ! #obama can u stop preaching religion n focus like #jordan http://t.c…,1,0
5497,maybe you should encourage more jewish girls to marry black men to show how you are open minded .,1,0
5499,rt : . that pleased hitler . grand mufti provided hitler w / armies of muslim soldiers from europe . #tszarnev …,1,0
5500,"what is amazing is how often allah is revelations met mohammed desires , but no one became suspicious except aisha .",1,0
5510,"whatever happens in #yemen , when it is over the country will be in the hands of one islamofascist group or another . #islam",1,0
5541,that list of crimes describes what muslims have been doing to jews in the me for 1400 years .,1,0
5542,"if #islam is so against idols that they smash assyrian and buddhists statues , then why do they pray at mecca and circumambulate the kabba ?",1,0
5556,i do not give a shit about what the talmud says because jews all live under secular laws not under talmud .,1,0
5559,by all means . send the muslims back to the middle east before they turn europe into the same sewer .,1,0
5564,jews used to live on 40 % of the arabian penninsula . muslims have virtually exterminated them .,1,0
5577,every non muslim demographic in every muslim country is shrinking because of attacks from muslims .,1,0
5601,you are a liar . islam murdered 120 million black africans . http://t.co/3qhmcy7hec,1,0
5612,"no , the muslim states are the most murderous terrorist states on earth . it is not even close .",1,0
5620,you mean hapless genocidal palestinian islamolunatics that are determined to erase israel from the map ?,1,0
5623,"rt : the #ferguson "" crisis "" was manufactured by as the opening gambit of his campaign to limit cops ' ability to arr …",1,0
5626,the sunni turkmen are genocidal criminals living off loot they stole from minorities . what they want counts for nothing,1,0
5636,"after committing genocide and murdering countless civilians , scum bag deash try to use babies for propaganda .",1,0
5641,compare a netanyahu speech to this genocidal palestinian lunatic . https://t.co/8cmfoozwxz,1,0
5652,"but there are very few of those . on the other hand , 2/3 of muslims want barbaric sharia .",1,0
5665,the reason why i have not been murdered is because i will kill any muslim why tries .,1,0
5672,1400 years ago islam stole all women is rights and turned them into slaves forever .,1,0
5678,i'm not interested in your sectarian divisions . shia and sunni are all following the vile pedophile prophet .,1,0
5694,"well , baghdadi is also into slavery , killing gays , executing masses of ezidis , etc . they are both bad , but baghdadi is the worst",1,0
5710,there is no such thing as islamophobia . that is like saying there is naziphobia .,1,0
5723,"isis is different from max is friends , hamas . isis throws gays off rooftops . hamas beheads gays . http://t.co/paj595gf5b",1,0
5726,muslims invaded and conquered 2/3 of christianity before christians responded . so stick your lies .,1,0
5728,saying that islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile .,1,0
5741,"what is there to teach ? we both know that the quran is a cult manual of hatred , imperialism , murder , sexism , and bigotry .",1,0
5757,and today there is still not peace between them because of the muslims .,1,0
5779,the prophet of islam made his living robbing caravans . so of course isis will make money stealing if they can .,1,0
5795,"in islam women must be locked in their houses , and muslims claim this is treating them well . http://t.co/rvo5trxmzt",1,0
5807,i know you ca not go on a date with any man you want .,1,0
5808,"what is "" mainstream "" about him ? forgetting murdered christians , closed universities , murdered doctors , women locked at home",1,0
5816,rt : #egypt court to hear case to designate #turkey a state sponsor of terror http://t.co/1aq8ujfshw http://t.co/kzwzymugou,1,0
5836,#islam is radical islam . we keep pretending they are different to avoid confronting the problem .,1,0
5847,"furthermore , all the hadiths about aisha is age are classified as sahih - meaning sound .",1,0
5852,the saudis were the mujahedeen before there was any involvement of the us .,1,0
5853,why would i care about the opinion of a guy who follows a pedophile prophet ?,1,0
5856,the prophet mohammed also had people murdered for criticizing him . so the paris murders were very much a part of the real #islam,1,0
5866,270 million people were killed by islamolunatics shouting allahu akbar . http://t.co/5nzy7ejmgy,1,0
5868,"and if we stop assad , who will replace him but a bunch of islamofascists that are even worse .",1,0
5883,the quran spells out global domination of humanity through jihad . the torah has no such global aim .,1,0
5886,"these days might and honor come from science , technology , humanitarianism . which is why muslims wo not get any .",1,0
5889,democracy only means that people get to elect their leaders . islam means they are ruled by freak god,1,0
5890,and it cost isis half their best fighters . the city can be rebuilt - free of the isis animals .,1,0
5892,"go read what the pact says , and do not waste my time .",1,0
5895,true . but islam is corrupt from the beginning .,1,0
5898,mohammed had people murdered who disagreed with him . he raped women . he married a 6 year old . he beheaded jews .,1,0
5903,"that whole "" lions of islam "" thing is like some kind of red neck comedy .",1,0
5905,you are on the right side of the muslim issue and the wrong side of the ukraine issue .,1,0
5906,mohammed told muslims to take over all of the arabian penninsula from jews and christians .,1,0
5910,"these girls are the equivalent of the irritating asian girls a couple years ago . well done , 7 . #mkr",1,0
5923,muslims rape and enslave 3000 ezidi women who did nothing and you give me this ?,1,0
5925,i guess your idea of a muslim joke looks like this . #islam http://t.co/2wvivyikk5,1,0
5940,a typical muslim response is to excuse muslim barbarity by pointing elsewhere .,1,0
5944,we need to outlaw islam outright .,1,0
5947,about 90 % of iraqi civilians are killed by muslims .,1,0
5948,"to say , "" do not hate islam "" is as dumb as saying "" do not hate nazism "" .",1,0
5949,humanity struggled for hundreds of years to rid itself of the blight of slavery . leave it to the filth of #islam to bring it right back .,1,0
5965,science was moving forward in india and persia before islam . islam only slowed it down .,1,0
5979,"i already brought you proof straight from my qurans . if you refuse to read it , then shut up and leave .",1,0
5986,quoting from the book of violent fairy tales again ?,1,0
6001,"nobody gives a fuck about the streets when you are practicing genocide , murder , and slavery , microbrain .",1,0
6002,they do not misinterpret and most muslims are extremists . http://t.co/uja1vwvq3y,1,0
6012,as would i . but of course many muslims live under theocracy . and where they are minorities they try to creep up to it .,1,0
6014,in fact many muslim countries have the same odious laws as daesh . this shows sex slaves are approved in ksa . http://t.co/rlwz0bqubs,1,0
6027,what are you talking about provocation ? islam declared war with the world . that is more than enough provocation .,1,0
6028,but at least half of muslims are extremists . again . http://t.co/zkt4vi0wq3,1,0
6037,why would you profile white people . blacks murder at 6 times the rate as whites .,1,0
6046,"these muslims are babies are trained to kill , scum . http://t.co/jawq72xkff",1,0
6048,nobody declared war on allah and his pedophile messenger . islam is war is all started by islam .,1,0
6053,"yeah , this is bad . they should take isis example , put them in a cage and torch them all .",1,0
6068,only because there were too many hindus to exterminate before the british ...,1,0
6072,for every jew like that there are thousands of muslims like that .,1,0
6079,"so tell me , what could possible happen that you would consider to be proof that allah and mohammed were frauds .",1,0
6088,political satire always pisses off someone . why should the religion of hatred and murder be excluded .,1,0
6094,pigs like you never whine so loud at the hundreds of murders by muslims every day around the world .,1,0
6110,rt : twisted logic in the world of islam http://t.co/6nalv2hpc3,1,0
6113,sometimes you have to go to the hadiths to clarify the quran .,1,0
6122,"the shia and sunni are back to killing each other in yemen , as they have done everywhere for 1400 years . the gift of #islam .",1,0
6126,that is idiotic . not holding a sick terrorist god sacred is far from not holding anything sacred .,1,0
6127,a religion that declares war on humanity has no respect for anyone and is hypocritical to ask for respect .,1,0
6159,what do you think we are doing when we accept muslim immigrants . what do we get back .,1,0
6173,"this is the big lie about #islam . it does not advocate tolerance and coexistence , it advocates hatred and murder .",1,0
6179,defensive sword ? roflmao . the muslims defended themselves all the way to france and india .,1,0
6180,"isis beheads people , mohammed beheaded 600 jews in one day .",1,0
6189,"on the contrary , the brutal , bigoted , sexist god of islam encourages the abuse of women . http://t.co/afuw9veuu6",1,0
6192,our poor live far better than the middle class of most muslim countries .,1,0
6198,a small percentage ? the majority are radicals . http://t.co/uvnjyoz2rm,1,0
6221,"and if muslims are angry that they ca not force islam on people , who cares ? http://t.co/g43tlj1dgu",1,0
6222,true . and most of them were from well off families . and their radicalization follows their increased attendance at mosques .,1,0
6223,"you animals want to return to the imposition of slavery . you are , by definition , uncivilized scum .",1,0
6224,and we are suppose to believe that the murdering muslims defended themselves all the way to europe and india . bullshit .,1,0
6226,do the trolls at salon know that the prophet mohammed was a caravan robber ? they do not . #islam,1,0
6233,"norm only got the book wrong . it should say quran , since muslims have been doing that for centuries .",1,0
6245,rt : why our president chose to insult christianity and excuse militant islam at the national prayer breakfast http://t.co/c6iwf…,1,0
6253,the battles were won because mohammed gave his thugs 80 % of what they stole .,1,0
6270,but there are thousands of lone nut cases all motivated by islam .,1,0
6273,""" he ca not be a server at our restaurant , that beard makes him look like a terrorist . "" everyone laughs . #fuckthanksgiving",1,0
6277,in palestine a woman like you would have been honor killed long ago .,1,0
6292,the islamist were there the whole time . it was only the dictators that kept them quite .,1,0
6303,"but the population in palestine is still blowing up . no , muslim abuse is the worst .",1,0
6305,rt : neo-nazis and holocaust deniers adore because he thinks just like them . more http://t.co/bno…,1,0
6307,"it is muslims that do virtually all the killing . for example , 80 % of civilians killed in afghanistan are killed by taliban .",1,0
6316,the muslim pedophiles do this all the time . it is so common and accepted that it is not even news .,1,0
6321,"rt : so-called terrorism is just jihad . that is why "" terrorists "" are called jihadis . jihad is the core of islam , not a perversion …",1,0
6351,islam cannot forbid anything . it is a sick cult with no power under the law .,1,0
6352,"you can stop the "" one muslim "" nonsense . look at what the muslims tell the pollsters . http://t.co/wurzen3w1p",1,0
6353,while the palestinian terrorists that blumenthal loves are throwing their opponents off rooftops and really beheading gays .,1,0
6358,"and that meant that once the dictators were gone , the islamolunatics would try to disrupt democracy with violence .",1,0
6395,"if rape , murder , pedophelia , bigotry , war , sexism , and genocide are just and peaceful , the islam is just and peaceful",1,0
6399,"rt : obama is peaceful islam . islam that "" no one "" is allowed to challenge , even if it means muslims threatening your life . ht …",1,0
6404,"no he is not . he is an idiot . he retweets things like "" nigger hunting licenses "" that never existed . he is a fraud .",1,0
6413,rt : cc : silent western feminists mt : #isis executes 7 women for refusing ‘ temporary marriage ’ ( rape ) http://t.c…,1,0
6414,"the first crusades were by the muslims microbrain , when they invaded europe and plundered all the way to central france .",1,0
6421,and they all use the same barbaric quran and hadiths and they all abuse women .,1,0
6440,good . we have established that muslims are slavers and that their humanity has failed to evolve past slave owning .,1,0
6449,"now you are babbling like every muslim conspiracy idiot . "" cia created isis "" . utterly stupid and without evidence . you are blocked",1,0
6453,i do not care . it is none of mohammed is business what religion someone wants to be .,1,0
6455,muslim mob violence against hindus in bangladesh continues in 2014 . #islam http://t.co/c1jbwjwurc,1,0
6462,you are basically claiming that a religion that teaches hatred and murder has nothing to do with hatred and murder . dumb !,1,0
6467,"mohammed was suppose to be guided by god , and his example was for all mankind for all time . he was not suppose to follow .",1,0
6471,"the jihadists fight for the interest of the caliph and the pedophile prophet , not for the interest of the people .",1,0
6473,that is because gaza is full of jihadi criminals who have never done a days work in their lives .,1,0
6477,"you are a total liar , just like your pedophile prophet . un soldiers do not burn people alive .",1,0
6479,islam has bloody borders everywhere and cannot get along with anyone .,1,0
6481,the reason these politically correct idiots will never solve problem is because they wo not acknowledge that it is islam,1,0
6484,wrong . islam did not give women any rights and it imprisoned them in their houses . remember katjia was wealthy before islam .,1,0
6493,"rt : if christianity is banned in muslim countries , why do we allow islam here ? just asking",1,0
6501,"i have three translations of the quran , microbrain . and i know far more about islam than you .",1,0
6509,mohammed was a murderer who beheaded 600 jews in one day and sold their women and children into slavery .,1,0
6510,are you delusional ? islam is one of the most violent and barbaric . http://t.co/3uh4rhybs1,1,0
6512,only an idiot that does not history would say that.you have never studied the barbarity of the muslims during that entire time,1,0
6519,if you had a brain it would be revolted by islam .,1,0
6531,i call that one thousands of the number of people muslims murder every day .,1,0
6542,"yes , those millions that wo not let women drive in saudi , vote in kuwait , and cut their clits all over .",1,0
6546,rt : all religions are not the same . islam is more violent than other religions .,1,0
6567,these campaigns are all lies that try to portray islam to the west as being the exact opposite of what it really is - barbaric .,1,0
6574,stupid comment . isis is sponsored by islam and they behave exactly like the terrorist prophet mohammed .,1,0
6582,"you claim to be anti religion , yet you spend all your time lying for the benefit of islam , the religion of hate .",1,0
6589,and of course you are campaigning for the destruction of the israelis because you are a racist anti-semite asshole .,1,0
6594,"rt : video supposedly showing shia militia killing a solider calling him "" kaka "" which means mr in kurdish has gone viral among #kurdi …",1,0
6603,... unseated the muslims in power . now the muslims are not in power either .,1,0
6612,"islam is not a race , microbrain , it is a death cult .",1,0
6618,"but islam is proud of their slavery , imperialism , and genocide against minorities . the are murdering kurds in iran now .",1,0
6619,rt : nazism has revisited europe .. this time in garb of islam . wave of antisemitism hits europe http://t.co/blwnzahwp5 http://t…,1,0
6620,"what is the difference between what isis does and what the prophet mohammed did , microbrain ? #islam",1,0
6621,kind of the same thing the prophet mohammed did .,1,0
6624,"then , when there was no one left to rob , the muslims returned to being dessert bedouins still trying to rob each other .",1,0
6638,rt : socialists and moslems - working together to destroy australia .,1,0
6642,the muslim societies that managed to survive were brutal slave societies where they lived off the labor of slaves and women .,1,0
6658,nothing desperate about it . humanity realizes now that islam declared war on it 1400 years ago and islam will be destroyed .,1,0
6662,the jews lived on 40 % of the arabian penninsula before the pedophile prophet started to murder them,1,0
6664,most muslims instinctively understand that islam cannot survive in light of day and must be protected by blasphemy laws #islam,1,0
6669,putin has literally thousands of hired trolls working the internet to shape opinion with putin propaganda .,1,0
6694,"one must imagine god being insulted by having such a hateful , war mongering , decisive , bigoted , sexist religion calling him .",1,0
6696,"islam declared war on all humanity 1400 years ago , so talking about murderers of muslims is total hypocrisy .",1,0
6699,rt : muhammad was the inventor of thighing . he started molesting aisha when she was 6 years old . cc :,1,0
6726,where is your evidence that they are furious goat fucker ?,1,0
6730,"islam is a pile of manure that destroys human freedom , human life , human expression and creates endless divisiveness .",1,0
6735,you are comparing a few thousand jewish extremists with a few million muslim extremists .,1,0
6761,because there are no zionist thugs . just people protecting themselves from muslim head choppers,1,0
6764,god has zero need of our worship or admiration or obedience . it does nothing for god .,1,0
6776,rt : suicide bombing by 10 - year-old girl @ nigeria kills 10 http://t.co/jarer5dzal blowing up a 10 yr old girl-inspired by islam …,1,0
6778,now if hollande and other leaders will only understand that the islam of the quran is radical islam . outlaw islam !,1,0
6779,"another lie about the "" few bad seed "" all the polls show muslim extremism . http://t.co/xihmetalon",1,0
6792,"that is why we are going secular , microbrain . and islam is as disgusting as ever .",1,0
6797,and the hadiths are even more specific about approving sexual slavery .,1,0
6798,"two verses and we can agree that islam tells women to stay home , cover up , obey your husband , right ?",1,0
6803,"this means that if you want to establish a humanist ideaology , islam will get in the way much more than buddhism .",1,0
6808,"now , since you claim that islam limits age of marriage , but produce no verses to back up your lies , you are blocked .",1,0
6813,"98 % of muslims are killed by other muslims , microbrain . http://t.co/f3erq7u9s3",1,0
6816,the islamic communities have proven themselves to be violent lunatics . http://t.co/bkxn2tt93d,1,0
6853,looks like the daeshbags are now completely broken and fleeing the kobane area . http://t.co/gznfqd5nni,1,0
6862,not masked . the quran and the hadith declared war on humanity 1400 years ago . http://t.co/tuowg1ltyj,1,0
6881,this is actually the only kind of job that mujahedeen are intellectually suited for .,1,0
6882,the followers of the religion give a shit about the prophet of the religion . he is their example and always will be .,1,0
6884,... tries to make a case that the israelis protecting themselves against muslim bigotry are the ones to blame .,1,0
6894,rt : #isis using retarded kids as suicide bombers is nothing new . when i was in ramadi they rolled one in a wheelchair at us . ha …,1,0
6908,japan was the original aggressor . how does that excuse the continuing barbarity of islam,1,0
6909,islamic no go zones are common knowledge except to idiots like you . http://t.co/dbrmazglyf,1,0
6911,islam is a good place for criminals to find a home .,1,0
6924,mohammed hid behind a trench in medina when the meccan army showed up . so i guess he was a coward for that also .,1,0
6928,every child that is brainwashed and never given a choice is force .,1,0
6934,the stupidity of jihadis who think that you only need guns to run a civil society .,1,0
6954,and 83:25 says they drink wine in heaven . so islamic heaven is basically a drunken whore house . very spiritual - lol .,1,0
6955,christians and hindus murdered for blasphemy by muslim mobs . http://t.co/f3awjksauz,1,0
6956,2.3 % my ass . at least half of them are murderous lunatics . http://t.co/ufqtm3hhyd,1,0
6961,"your prophet used catapults to attack cities , murdering women and children . so what are you crying about ?",1,0
6966,"i take the whole sura , microbrain . you make such statement trying to hide the barbarity of islam .",1,0
6967,you choose your religion and islam is clearly barbaric and inhuman . it has zero to do with god .,1,0
6988,but your whole conversation about slavery is phony bull shit propaganda since you follow a slave owner prophet .,1,0
6991,"she is crying , "" boohoo , you are terrorizing our islamic terrorists """,1,0
6992,has blumenthal ever written about ceaseless muslim violence against hindus in bangladesh . http://t.co/inlik2tlcp,1,0
6998,not an armed ezidi was around when the daesh began to slaughter and enslave them . so what are you crying about ?,1,0
7002,hamas has been launching rockets at israel forever .,1,0
7007,sharia - taking injustice to new heights . #islam http://t.co/mnn6nnr8zl,1,0
7018,"so which ones are the "" moderate "" muslims ? http://t.co/q1arivgq6h #islam",1,0
7021,"another case of , "" if you say islam is violent we will kill you . """,1,0
7023,"copts are attacked , murdered , raped , and forced to convert in egypt . turkey used to be almost all christian .",1,0
7030,#islam wants women to stay in their houses and cover themselves . isis makes sure that they do .,1,0
7045,there are over 100 islamic terrorist organizations . kkk virtually dead . there is no canceling out .,1,0
7049,because islam makes people stupid .,1,0
7055,rt : #egyptian tv host : nobody dares admit that isis crimes are based on islamic sources http://t.co/mzk5ymgzun egypt more honest …,1,0
7065,maybe the media did not have space after reporting the about the thousands murdered by muslims that week .,1,0
7072,"and if someone wants to leave islam , then islam declares him an apostate and demands that he be murdered .",1,0
7077,i know that the palestinians are a group of murdering terrorists that provide no human rights to their population .,1,0
7101,in fact the pedophile prophet clearly stated his intention in hadiths . http://t.co/04xvhx5vvl,1,0
7104,children grow out of their fairy tales . muslims never grow out of theirs .,1,0
7109,did your prophet behead people like isis - yes . did he enslave people like isis - yes . did he murder people like isis - yes .,1,0
7121,"until we fight the war on islam in earnest , we will never know where it gets us .",1,0
7144,the . muslims sold the slaves . mohammed owned 28 slaves . quran supports slavery .,1,0
7159,the quran sanctifies sexual slavery . i only wish that you could have been one of these . http://t.co/mgad8lcwyx,1,0
7162,what the americans did in iraq was allow the iraqis to elect their leadership . sunnis and shia killing each other is islam .,1,0
7191,when does freedom of speech not insult someone . why should a hate filled religion be excluded ? http://t.co/srvmuimfbc,1,0
7201,i know that your husband can beat you there and there is nothing you can do .,1,0
7203,muslims are raping christian girls with impunity around the world . http://t.co/liskp9u8uq,1,0
7208,"that tiny group is dripping cluelessness all over the floor . "" oh please love me for my brainwashed anti-semitism ! """,1,0
7228,the muslim palestinians have practically exterminated or driven off all the christian palestinians bozo .,1,0
7232,and yet our number and quality of schools are luxurious compared to pakistan where 40 % do not even have working toilets .,1,0
7264,problem with vile muslims is that they try to rationalize & excuse the crimes of islam rather than get rid of them .,1,0
7276,the women convert to islam because they marry muslim men . men convert in prison .,1,0
7288,"because they breed like rats , kill non muslims , and force religion on people by the sword .",1,0
7292,isis continues their big successes against unarmed civilians . they just ca not win a fight against anything but families .,1,0
7294,rt : nick griffin exposed the rape jihad way back in 2004 and the bbc conspired to imprison him.https :/ / t.co/ke…,1,0
7297,"that is the disadvantage of following a religion of uneducated morons , so that you have to rely on kufir for everything .",1,0
7298,here is what the scumbag muslims do with children . and then they use them for propaganda . http://t.co/jg5mewh1ur,1,0
7300,madrassa math . daesh threw manpower at kobane in far disproportion to it is size .,1,0
7314,do you have a way to kill the daesh scum that are hiding behind civilians with hurting civilians ?,1,0
7318,islam is hatred and jihad . http://t.co/bp228ir12b,1,0
7334,"no , it is the absolute truth and you can verify it through hundreds of sources . your anti semitism is scripted propaganda .",1,0
7340,"islam declared war on all humanity 1400 years ago and this piece of dog manure , oktar , is talking about others intimidation .",1,0
7345,"the idea about all of these "" moderate "" muslims is oversold . most are extremists . http://t.co/cqj6cndgow",1,0
7352,rt : bet 👉 3 ' race pimps ' enjoyed watching #ferguson protesters being interviewed on show as much as i did . http :/ …,1,0
